N
20,20
C
2
R
14,1
T
7,13
M
1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 50, 50, 1, 1, 1, 1, 1, 1, 1, 50, 50, 1, 1, 1, 1, 1, 1, 1
1, 1, 50, 50, 1, 1, 1, 1, 1, 50, 50, 50, 50, 50, 1, 1, 1, 1, 1, 1
1, 1, 1, 1, 1, 1, 1, 1, 1, 50, 1, 1, 1, 50, 1, 1, 1, 1, 1, 1
1, 1, 1, 1, 1, 1, 1, 1, 50, 50, 50, 1, 1, 50, 1, 1, 1, 1, 1, 1
1, 1, 1, 1, 1, 50, 50, 1, 1, 1, 50, 50, 1, 50, 1, 1, 1, 1, 1, 1
1, 1, 1, 1, 1, 50, 1, 1, 1, 1, 50, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 1, 1, 50, 1, 1, 1, 1, 50, 1, 1, 1, 1, 1, 1, 50, 50, 50
1, 1, 1, 1, 1, 50, 1, 1, 1, 1, 50, 50, 50, 50, 1, 1, 1, 50, 1, 1
1, 1, 1, 50, 50, 50, 1, 1, 1, 1, 1, 1, 1, 50, 1, 1, 1, 50, 1, 1
1, 1, 1, 50, 1, 1, 1, 1, 1, 1, 1, 1, 1, 50, 50, 1, 1, 50, 50, 1
1, 1, 1, 50, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 50, 50, 1, 1, 1, 1
1, 1, 1, 50, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 50, 50, 50, 50, 50, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 50, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 50, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1
